time,Hips,Hips,Spine,Chest,Neck,Head,LeftEye,RightEye,LeftShoulder,LeftUpperArm,LeftLowerArm,LeftHand,RightShoulder,RightUpperArm,RightLowerArm,RightHand,LeftUpperLeg,LeftLowerLeg,LeftFoot,LeftToes,RightUpperLeg,RightLowerLeg,RightFoot,RightToes
2.999966,-0.033771 1.034987 -0.007428,357.234 347.953 2.304,3.349 7.252 1.331,0.000 0.000 0.000,2.440 15.375 3.064,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,21.204 41.953 82.252,358.926 26.881 359.266,0.000 0.000 0.000,0.000 0.000 0.000,294.187 311.668 25.619,358.264 301.645 2.118,0.000 0.000 0.000,354.121 14.060 0.358,33.163 1.572 1.444,0.000 0.000 0.000,0.000 0.000 0.000,355.781 15.813 6.762,35.191 358.260 358.368,0.000 0.000 0.000,0.000 0.000 0.000
3.033081,-0.033771 1.034987 -0.007428,357.124 347.953 2.187,3.341 7.556 1.386,0.000 0.000 0.000,2.430 14.859 2.666,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,21.657 42.388 82.298,358.919 27.110 359.258,0.000 0.000 0.000,0.000 0.000 0.000,293.908 310.444 25.891,358.264 301.644 2.118,0.000 0.000 0.000,354.209 13.995 0.491,33.072 1.566 1.438,0.000 0.000 0.000,0.000 0.000 0.000,355.955 15.809 6.914,35.096 358.267 358.375,0.000 0.000 0.000,0.000 0.000 0.000
3.066569,-0.033771 1.044375 -0.007428,357.048 347.996 2.073,3.349 7.213 1.323,0.000 0.000 0.000,2.152 14.848 2.208,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,21.911 42.801 82.319,358.914 27.251 359.253,0.000 0.000 0.000,0.000 0.000 0.000,294.764 309.646 26.056,358.250 299.861 2.204,0.000 0.000 0.000,354.345 13.880 0.624,32.880 1.552 1.426,0.000 0.000 0.000,0.000 0.000 0.000,355.988 15.806 7.061,35.020 358.273 358.380,0.000 0.000 0.000,0.000 0.000 0.000
3.102924,-0.033771 1.054428 -0.007428,356.967 348.042 1.948,3.358 6.842 1.256,0.000 0.000 0.000,1.842 14.852 1.719,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.184 43.250 82.344,358.909 27.404 359.247,0.000 0.000 0.000,0.000 0.000 0.000,295.768 308.926 26.124,358.238 297.895 2.300,0.000 0.000 0.000,354.492 13.756 0.768,32.673 1.538 1.412,0.000 0.000 0.000,0.000 0.000 0.000,356.024 15.804 7.221,34.938 358.279 358.386,0.000 0.000 0.000,0.000 0.000 0.000
3.133104,-0.033771 1.062050 -0.007428,356.905 348.078 1.854,3.364 6.562 1.205,0.000 0.000 0.000,1.604 14.867 1.352,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.390 43.589 82.363,358.905 27.520 359.243,0.000 0.000 0.000,0.000 0.000 0.000,296.577 308.468 26.110,358.231 296.390 2.373,0.000 0.000 0.000,354.604 13.663 0.877,32.517 1.527 1.402,0.000 0.000 0.000,0.000 0.000 0.000,356.050 15.801 7.342,34.877 358.284 358.391,0.000 0.000 0.000,0.000 0.000 0.000
3.166367,-0.033771 1.062050 -0.007428,356.792 348.200 1.799,3.370 6.273 1.152,0.000 0.000 0.000,1.555 17.149 1.960,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.500 44.069 82.213,358.899 27.714 359.236,0.000 0.000 0.000,0.000 0.000 0.000,298.394 308.472 25.564,358.222 293.657 2.507,0.000 0.000 0.000,354.992 13.713 0.993,32.062 1.496 1.372,0.000 0.000 0.000,0.000 0.000 0.000,356.578 15.806 7.464,34.471 358.314 358.420,0.000 0.000 0.000,0.000 0.000 0.000
3.199706,-0.033771 1.062050 -0.007428,356.678 348.323 1.743,3.375 5.985 1.099,0.000 0.000 0.000,1.474 19.416 2.568,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.612 44.558 82.064,358.893 27.908 359.229,0.000 0.000 0.000,0.000 0.000 0.000,300.327 308.520 25.001,358.221 290.784 2.647,0.000 0.000 0.000,355.379 13.768 1.111,31.608 1.465 1.343,0.000 0.000 0.000,0.000 0.000 0.000,357.103 15.812 7.590,34.070 358.344 358.449,0.000 0.000 0.000,0.000 0.000 0.000
3.233044,-0.033771 1.062050 -0.007428,356.574 348.434 1.691,3.380 5.725 1.051,0.000 0.000 0.000,1.373 21.439 3.114,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.718 45.006 81.930,358.887 28.082 359.223,0.000 0.000 0.000,0.000 0.000 0.000,302.160 308.588 24.495,358.225 288.100 2.779,0.000 0.000 0.000,355.726 13.823 1.221,31.199 1.438 1.317,0.000 0.000 0.000,0.000 0.000 0.000,357.574 15.820 7.706,33.712 358.370 358.474,0.000 0.000 0.000,0.000 0.000 0.000
3.266476,-0.033771 1.062050 -0.007428,356.630 348.467 1.662,3.384 5.551 1.020,0.000 0.000 0.000,1.447 21.472 3.363,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.784 45.598 81.932,358.883 28.200 359.218,0.000 0.000 0.000,0.000 0.000 0.000,303.127 309.369 23.802,358.231 286.487 2.858,0.000 0.000 0.000,355.985 13.970 1.260,30.956 1.422 1.302,0.000 0.000 0.000,0.000 0.000 0.000,358.059 15.842 7.714,33.211 358.406 358.509,0.000 0.000 0.000,0.000 0.000 0.000
3.299709,-0.033771 1.062050 -0.007428,356.739 348.530 1.606,3.389 5.218 0.959,0.000 0.000 0.000,1.592 21.536 3.847,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.909 46.710 81.931,358.876 28.428 359.210,0.000 0.000 0.000,0.000 0.000 0.000,304.985 310.744 22.596,358.248 283.430 3.006,0.000 0.000 0.000,356.464 14.256 1.339,30.508 1.393 1.274,0.000 0.000 0.000,0.000 0.000 0.000,358.961 15.882 7.732,32.278 358.472 358.572,0.000 0.000 0.000,0.000 0.000 0.000
3.337095,-0.033771 1.062050 -0.007428,356.655 347.876 1.504,3.386 5.402 0.992,0.000 0.000 0.000,1.797 20.256 3.759,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.887 47.192 81.898,358.869 28.643 359.202,0.000 0.000 0.000,0.000 0.000 0.000,304.612 311.076 23.118,358.244 284.095 2.974,0.000 0.000 0.000,356.679 14.867 1.474,30.318 1.381 1.262,0.000 0.000 0.000,0.000 0.000 0.000,359.201 16.695 7.972,32.097 358.484 358.584,0.000 0.000 0.000,0.000 0.000 0.000
3.366399,-0.033771 1.062050 -0.007428,356.519 346.857 1.351,3.381 5.684 1.044,0.000 0.000 0.000,2.122 18.226 3.598,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.851 47.944 81.844,358.859 28.981 359.189,0.000 0.000 0.000,0.000 0.000 0.000,304.039 311.562 23.947,358.237 285.167 2.922,0.000 0.000 0.000,357.012 15.821 1.682,30.022 1.362 1.244,0.000 0.000 0.000,0.000 0.000 0.000,359.570 17.968 8.349,31.815 358.503 358.603,0.000 0.000 0.000,0.000 0.000 0.000
3.399702,-0.033771 1.052499 -0.007428,356.445 346.525 1.296,3.384 5.505 1.011,0.000 0.000 0.000,2.370 16.741 3.380,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.197 48.542 82.206,358.851 29.235 359.180,0.000 0.000 0.000,0.000 0.000 0.000,302.865 313.187 23.774,358.232 286.360 2.864,0.000 0.000 0.000,356.530 16.107 1.788,30.555 1.396 1.277,0.000 0.000 0.000,0.000 0.000 0.000,359.105 18.233 8.461,32.377 358.465 358.565,0.000 0.000 0.000,0.000 0.000 0.000
3.433076,-0.033771 1.042823 -0.007428,356.370 346.190 1.241,3.388 5.323 0.978,0.000 0.000 0.000,2.618 15.203 3.140,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.544 49.154 82.573,358.843 29.490 359.170,0.000 0.000 0.000,0.000 0.000 0.000,301.744 314.880 23.561,358.227 287.560 2.805,0.000 0.000 0.000,356.036 16.394 1.894,31.101 1.432 1.311,0.000 0.000 0.000,0.000 0.000 0.000,358.626 18.498 8.574,32.952 358.424 358.526,0.000 0.000 0.000,0.000 0.000 0.000
3.466415,-0.033771 1.034987 -0.007428,356.309 345.918 1.198,3.390 5.174 0.951,0.000 0.000 0.000,2.815 13.931 2.931,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.824 49.657 82.872,358.836 29.696 359.162,0.000 0.000 0.000,0.000 0.000 0.000,300.885 316.292 23.358,358.224 288.522 2.758,0.000 0.000 0.000,355.629 16.626 1.981,31.549 1.461 1.339,0.000 0.000 0.000,0.000 0.000 0.000,358.231 18.711 8.667,33.425 358.391 358.494,0.000 0.000 0.000,0.000 0.000 0.000
3.499844,-0.033771 1.034987 -0.007428,356.255 345.709 1.169,3.388 5.259 0.966,0.000 0.000 0.000,3.166 14.008 2.978,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.833 49.493 82.983,358.840 29.570 359.167,0.000 0.000 0.000,0.000 0.000 0.000,300.017 316.575 24.556,358.220 291.187 2.628,0.000 0.000 0.000,355.177 16.734 2.045,31.963 1.489 1.366,0.000 0.000 0.000,0.000 0.000 0.000,357.834 18.942 8.755,33.901 358.356 358.461,0.000 0.000 0.000,0.000 0.000 0.000
3.533107,-0.033771 1.034987 -0.007428,356.202 345.502 1.142,3.387 5.343 0.981,0.000 0.000 0.000,3.512 14.082 3.024,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.842 49.327 83.091,358.844 29.446 359.172,0.000 0.000 0.000,0.000 0.000 0.000,299.302 316.921 25.719,358.223 293.794 2.500,0.000 0.000 0.000,354.723 16.841 2.110,32.378 1.518 1.392,0.000 0.000 0.000,0.000 0.000 0.000,357.433 19.167 8.841,34.378 358.321 358.427,0.000 0.000 0.000,0.000 0.000 0.000
3.56641,-0.033771 1.034987 -0.007428,356.159 345.333 1.120,3.386 5.412 0.994,0.000 0.000 0.000,3.793 14.140 3.060,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.851 49.190 83.178,358.847 29.346 359.176,0.000 0.000 0.000,0.000 0.000 0.000,298.827 317.270 26.635,358.229 295.887 2.398,0.000 0.000 0.000,354.347 16.928 2.163,32.723 1.541 1.415,0.000 0.000 0.000,0.000 0.000 0.000,357.101 19.349 8.912,34.772 358.292 358.398,0.000 0.000 0.000,0.000 0.000 0.000
3.599879,-0.033771 1.034987 -0.007428,356.176 345.524 1.106,3.386 5.419 0.995,0.000 0.000 0.000,3.754 14.172 3.074,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.017 49.092 83.330,358.846 29.388 359.174,0.000 0.000 0.000,0.000 0.000 0.000,298.573 317.224 27.120,358.236 297.566 2.316,0.000 0.000 0.000,354.153 16.660 2.141,33.008 1.561 1.434,0.000 0.000 0.000,0.000 0.000 0.000,357.051 19.147 8.883,34.802 358.290 358.396,0.000 0.000 0.000,0.000 0.000 0.000
3.637678,-0.033771 1.034987 -0.007428,356.195 345.741 1.091,3.386 5.427 0.997,0.000 0.000 0.000,3.710 14.208 3.090,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.203 48.982 83.503,358.844 29.434 359.172,0.000 0.000 0.000,0.000 0.000 0.000,298.331 317.211 27.640,358.247 299.457 2.224,0.000 0.000 0.000,353.934 16.359 2.116,33.328 1.583 1.455,0.000 0.000 0.000,0.000 0.000 0.000,356.994 18.920 8.851,34.837 358.287 358.394,0.000 0.000 0.000,0.000 0.000 0.000
3.666431,-0.033771 1.034987 -0.007428,356.206 345.871 1.082,3.386 5.433 0.998,0.000 0.000 0.000,3.684 14.229 3.099,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.315 48.916 83.606,358.844 29.461 359.171,0.000 0.000 0.000,0.000 0.000 0.000,298.207 317.225 27.937,358.256 300.590 2.169,0.000 0.000 0.000,353.802 16.179 2.102,33.520 1.597 1.468,0.000 0.000 0.000,0.000 0.000 0.000,356.960 18.783 8.831,34.858 358.285 358.392,0.000 0.000 0.000,0.000 0.000 0.000
3.699828,-0.033771 1.034987 -0.007428,356.099 345.241 0.907,3.381 5.678 1.043,0.000 0.000 0.000,3.634 14.310 3.516,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.485 49.005 83.971,358.842 29.503 359.170,0.000 0.000 0.000,0.000 0.000 0.000,297.824 316.561 27.907,358.255 300.516 2.172,0.000 0.000 0.000,354.093 16.802 2.351,33.204 1.575 1.447,0.000 0.000 0.000,0.000 0.000 0.000,357.518 19.279 9.020,34.336 358.324 358.430,0.000 0.000 0.000,0.000 0.000 0.000
3.735838,-0.033771 1.034987 -0.007428,355.983 344.573 0.723,3.376 5.945 1.092,0.000 0.000 0.000,3.586 14.391 3.960,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.670 49.097 84.356,358.841 29.546 359.168,0.000 0.000 0.000,0.000 0.000 0.000,297.411 315.865 27.850,358.254 300.419 2.177,0.000 0.000 0.000,354.402 17.466 2.615,32.865 1.551 1.425,0.000 0.000 0.000,0.000 0.000 0.000,358.115 19.805 9.216,33.777 358.365 358.469,0.000 0.000 0.000,0.000 0.000 0.000
3.766404,-0.033771 1.034987 -0.007428,355.903 344.122 0.600,3.373 6.129 1.125,0.000 0.000 0.000,3.557 14.444 4.260,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.797 49.158 84.613,358.840 29.575 359.167,0.000 0.000 0.000,0.000 0.000 0.000,297.128 315.401 27.796,358.254 300.341 2.181,0.000 0.000 0.000,354.611 17.917 2.793,32.635 1.535 1.409,0.000 0.000 0.000,0.000 0.000 0.000,358.522 20.159 9.346,33.396 358.393 358.496,0.000 0.000 0.000,0.000 0.000 0.000
3.799832,-0.033771 1.044683 -0.007428,355.891 344.721 0.496,3.370 6.252 1.148,0.000 0.000 0.000,3.319 13.871 3.859,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.255 49.145 84.336,358.852 29.205 359.181,0.000 0.000 0.000,0.000 0.000 0.000,296.933 312.674 27.886,358.250 299.759 2.209,0.000 0.000 0.000,354.802 17.469 2.896,32.393 1.519 1.393,0.000 0.000 0.000,0.000 0.000 0.000,358.465 19.478 9.392,33.376 358.394 358.497,0.000 0.000 0.000,0.000 0.000 0.000
3.833175,-0.033771 1.054309 -0.007428,355.882 345.317 0.391,3.368 6.364 1.168,0.000 0.000 0.000,3.081 13.306 3.457,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.720 49.161 84.053,358.863 28.837 359.195,0.000 0.000 0.000,0.000 0.000 0.000,296.797 310.073 27.898,358.245 299.135 2.239,0.000 0.000 0.000,354.990 17.025 2.999,32.153 1.502 1.378,0.000 0.000 0.000,0.000 0.000 0.000,358.409 18.802 9.439,33.355 358.396 358.499,0.000 0.000 0.000,0.000 0.000 0.000
3.866389,-0.033771 1.062050 -0.007428,355.877 345.798 0.306,3.366 6.448 1.184,0.000 0.000 0.000,2.889 12.855 3.131,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.292 49.194 83.818,358.872 28.541 359.206,0.000 0.000 0.000,0.000 0.000 0.000,296.731 308.059 27.849,358.242 298.600 2.265,0.000 0.000 0.000,355.140 16.668 3.083,31.960 1.489 1.365,0.000 0.000 0.000,0.000 0.000 0.000,358.362 18.256 9.477,33.339 358.397 358.500,0.000 0.000 0.000,0.000 0.000 0.000
3.899856,-0.033771 1.062050 -0.007428,356.042 345.971 0.249,3.362 6.635 1.218,0.000 0.000 0.000,3.051 14.940 2.812,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.956 48.754 83.250,358.873 28.513 359.207,0.000 0.000 0.000,0.000 0.000 0.000,297.843 307.899 26.316,358.228 295.699 2.407,0.000 0.000 0.000,355.276 16.513 3.064,31.803 1.478 1.355,0.000 0.000 0.000,0.000 0.000 0.000,358.479 18.071 9.430,33.011 358.420 358.522,0.000 0.000 0.000,0.000 0.000 0.000
3.933014,-0.033771 1.062050 -0.007428,356.205 346.139 0.193,3.358 6.817 1.251,0.000 0.000 0.000,3.254 16.938 2.508,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.622 48.334 82.690,358.874 28.481 359.208,0.000 0.000 0.000,0.000 0.000 0.000,299.067 307.712 24.841,358.221 292.877 2.545,0.000 0.000 0.000,355.403 16.361 3.046,31.654 1.468 1.346,0.000 0.000 0.000,0.000 0.000 0.000,358.589 17.889 9.385,32.693 358.443 358.544,0.000 0.000 0.000,0.000 0.000 0.000
3.966338,-0.033771 1.062050 -0.007428,356.340 346.277 0.148,3.355 6.963 1.278,0.000 0.000 0.000,3.450 18.528 2.269,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.345 48.001 82.232,358.875 28.453 359.209,0.000 0.000 0.000,0.000 0.000 0.000,300.157 307.521 23.676,358.221 290.616 2.656,0.000 0.000 0.000,355.503 16.238 3.032,31.535 1.461 1.338,0.000 0.000 0.000,0.000 0.000 0.000,358.674 17.740 9.349,32.437 358.461 358.561,0.000 0.000 0.000,0.000 0.000 0.000
3.999649,-0.033771 1.062050 -0.007428,356.340 346.277 0.148,3.355 6.963 1.278,0.000 0.000 0.000,3.450 18.528 2.269,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.345 48.001 82.232,358.875 28.453 359.209,0.000 0.000 0.000,0.000 0.000 0.000,300.157 307.521 23.676,358.221 290.616 2.656,0.000 0.000 0.000,355.503 16.238 3.032,31.535 1.461 1.338,0.000 0.000 0.000,0.000 0.000 0.000,358.674 17.740 9.349,32.437 358.461 358.561,0.000 0.000 0.000,0.000 0.000 0.000
4.039,-0.033771 1.062050 -0.007428,356.491 346.678 0.029,3.367 6.406 1.176,0.000 0.000 0.000,3.712 20.160 3.012,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,22.766 48.733 81.991,358.856 29.059 359.186,0.000 0.000 0.000,0.000 0.000 0.000,302.621 308.080 22.299,358.227 287.677 2.799,0.000 0.000 0.000,355.311 15.797 3.081,31.726 1.473 1.350,0.000 0.000 0.000,0.000 0.000 0.000,358.410 17.104 9.272,32.591 358.450 358.551,0.000 0.000 0.000,0.000 0.000 0.000
4.066324,-0.033771 1.062050 -0.007428,356.712 347.247 359.859,3.382 5.615 1.031,0.000 0.000 0.000,4.032 22.460 4.094,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.383 49.739 81.637,358.829 29.944 359.153,0.000 0.000 0.000,0.000 0.000 0.000,306.347 308.616 20.605,358.247 283.594 2.998,0.000 0.000 0.000,355.034 15.171 3.155,31.997 1.492 1.368,0.000 0.000 0.000,0.000 0.000 0.000,358.031 16.209 9.174,32.808 358.435 358.536,0.000 0.000 0.000,0.000 0.000 0.000
4.099813,-0.033771 1.062050 -0.007428,356.636 346.931 359.720,3.377 5.910 1.085,0.000 0.000 0.000,4.054 21.870 4.298,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,23.850 49.281 81.595,358.808 30.624 359.127,0.000 0.000 0.000,0.000 0.000 0.000,306.246 309.279 20.605,358.249 283.320 3.012,0.000 0.000 0.000,355.060 15.228 3.291,31.987 1.491 1.367,0.000 0.000 0.000,0.000 0.000 0.000,358.244 16.565 9.358,32.636 358.447 358.548,0.000 0.000 0.000,0.000 0.000 0.000
4.133018,-0.033771 1.062050 -0.007428,356.560 346.619 359.584,3.371 6.199 1.138,0.000 0.000 0.000,4.082 21.282 4.499,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.309 48.846 81.553,358.788 31.291 359.102,0.000 0.000 0.000,0.000 0.000 0.000,306.149 309.916 20.608,358.251 283.059 3.024,0.000 0.000 0.000,355.086 15.283 3.424,31.979 1.490 1.367,0.000 0.000 0.000,0.000 0.000 0.000,358.454 16.916 9.540,32.466 358.459 358.559,0.000 0.000 0.000,0.000 0.000 0.000
4.166471,-0.033771 1.062050 -0.007428,356.496 346.364 359.474,3.366 6.435 1.181,0.000 0.000 0.000,4.110 20.796 4.662,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.684 48.502 81.518,358.771 31.835 359.081,0.000 0.000 0.000,0.000 0.000 0.000,306.073 310.425 20.613,358.252 282.853 3.034,0.000 0.000 0.000,355.109 15.327 3.533,31.972 1.490 1.366,0.000 0.000 0.000,0.000 0.000 0.000,358.626 17.204 9.689,32.327 358.468 358.569,0.000 0.000 0.000,0.000 0.000 0.000
4.199888,-0.033771 1.052459 -0.007428,356.354 346.235 359.491,3.373 6.129 1.125,0.000 0.000 0.000,4.117 19.734 4.344,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.694 48.962 82.088,358.777 31.634 359.088,0.000 0.000 0.000,0.000 0.000 0.000,303.855 310.103 21.923,358.233 286.115 2.876,0.000 0.000 0.000,354.857 15.579 3.579,32.233 1.508 1.383,0.000 0.000 0.000,0.000 0.000 0.000,358.521 17.308 9.751,32.534 358.454 358.555,0.000 0.000 0.000,0.000 0.000 0.000
4.23313,-0.033771 1.042867 -0.007428,356.214 346.105 359.508,3.378 5.824 1.069,0.000 0.000 0.000,4.115 18.630 4.020,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.705 49.424 82.651,358.783 31.433 359.096,0.000 0.000 0.000,0.000 0.000 0.000,301.696 309.600 23.405,358.222 289.437 2.713,0.000 0.000 0.000,354.598 15.829 3.625,32.499 1.526 1.400,0.000 0.000 0.000,0.000 0.000 0.000,358.409 17.413 9.814,32.744 358.439 358.541,0.000 0.000 0.000,0.000 0.000 0.000
4.266334,-0.033771 1.042867 -0.007428,356.100 345.998 359.522,3.383 5.574 1.024,0.000 0.000 0.000,4.106 17.695 3.750,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.714 49.803 83.107,358.788 31.268 359.102,0.000 0.000 0.000,0.000 0.000 0.000,299.983 309.040 24.762,358.221 292.168 2.579,0.000 0.000 0.000,354.382 16.033 3.661,32.720 1.541 1.415,0.000 0.000 0.000,0.000 0.000 0.000,358.314 17.499 9.866,32.919 358.427 358.529,0.000 0.000 0.000,0.000 0.000 0.000
4.299828,-0.033771 1.034987 -0.007428,356.100 345.998 359.522,3.383 5.574 1.024,0.000 0.000 0.000,4.106 17.695 3.750,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.714 49.803 83.106,358.788 31.268 359.102,0.000 0.000 0.000,0.000 0.000 0.000,299.983 309.040 24.762,358.221 292.168 2.579,0.000 0.000 0.000,354.382 16.033 3.661,32.720 1.541 1.415,0.000 0.000 0.000,0.000 0.000 0.000,358.314 17.499 9.866,32.919 358.427 358.529,0.000 0.000 0.000,0.000 0.000 0.000
4.332979,-0.033771 1.034987 -0.007428,356.004 346.379 359.637,3.378 5.854 1.075,0.000 0.000 0.000,4.084 16.356 3.290,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.526 49.663 83.555,358.810 30.549 359.130,0.000 0.000 0.000,0.000 0.000 0.000,298.304 309.797 24.844,358.226 295.155 2.433,0.000 0.000 0.000,354.474 15.996 3.648,32.729 1.542 1.416,0.000 0.000 0.000,0.000 0.000 0.000,358.397 17.324 9.834,32.861 358.431 358.533,0.000 0.000 0.000,0.000 0.000 0.000
4.366457,-0.033771 1.034987 -0.007428,355.905 346.775 359.753,3.372 6.142 1.128,0.000 0.000 0.000,4.051 14.958 2.814,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.333 49.529 84.013,358.833 29.815 359.158,0.000 0.000 0.000,0.000 0.000 0.000,296.760 310.870 24.749,358.240 298.193 2.285,0.000 0.000 0.000,354.566 15.955 3.637,32.741 1.542 1.416,0.000 0.000 0.000,0.000 0.000 0.000,358.479 17.140 9.803,32.803 358.435 358.537,0.000 0.000 0.000,0.000 0.000 0.000
4.39965,-0.033771 1.034987 -0.007428,355.815 347.136 359.857,3.367 6.401 1.175,0.000 0.000 0.000,4.011 13.681 2.383,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.160 49.418 84.424,358.853 29.159 359.183,0.000 0.000 0.000,0.000 0.000 0.000,295.559 312.152 24.451,358.258 300.860 2.156,0.000 0.000 0.000,354.647 15.916 3.630,32.752 1.543 1.417,0.000 0.000 0.000,0.000 0.000 0.000,358.552 16.972 9.776,32.751 358.439 358.540,0.000 0.000 0.000,0.000 0.000 0.000
4.432987,-0.033771 1.034987 -0.007428,355.751 347.386 359.876,3.363 6.619 1.215,0.000 0.000 0.000,4.085 13.074 2.351,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.256 48.881 84.383,358.854 29.125 359.184,0.000 0.000 0.000,0.000 0.000 0.000,296.312 314.899 24.081,358.261 301.263 2.136,0.000 0.000 0.000,354.585 15.519 3.597,32.842 1.549 1.423,0.000 0.000 0.000,0.000 0.000 0.000,358.182 16.793 9.788,33.278 358.401 358.504,0.000 0.000 0.000,0.000 0.000 0.000
4.466317,-0.033771 1.034987 -0.007428,355.686 347.639 359.894,3.358 6.841 1.256,0.000 0.000 0.000,4.160 12.459 2.317,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.354 48.335 84.342,358.855 29.091 359.185,0.000 0.000 0.000,0.000 0.000 0.000,297.154 317.810 23.632,358.264 301.577 2.121,0.000 0.000 0.000,354.521 15.118 3.565,32.933 1.556 1.429,0.000 0.000 0.000,0.000 0.000 0.000,357.811 16.609 9.798,33.809 358.363 358.467,0.000 0.000 0.000,0.000 0.000 0.000
4.499642,-0.033771 1.034987 -0.007428,355.625 347.881 359.911,3.353 7.054 1.294,0.000 0.000 0.000,4.230 11.871 2.284,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,0.000 0.000 0.000,24.446 47.813 84.301,358.856 29.059 359.186,0.000 0.000 0.000,0.000 0.000 0.000,298.026 320.686 23.148,358.266 301.786 2.111,0.000 0.000 0.000,354.460 14.736 3.533,33.020 1.562 1.435,0.000 0.000 0.000,0.000 0.000 0.000,357.459 16.430 9.806,34.313 358.326 358.431,0.000 0.000 0.000,0.000 0.000 0.000
